Author;Date;Reaction;Comment
Youssef;الأربعاء 13 دجنبر 2023 - 15:48;10;أشمن “انفراج الأزمة”, راه الإضرابات لا زالت مستمرة. على الوزارة التحلي بالمسؤولية وسحب النظام الأساسي أو تعديله بما يرضي الأساتذة. كيف يعقل أن الأساتذة هم المضربون ويتم حل ملفات لا تعنيهم في لقاء الأحد؟ إنه الجنون النقابي/الوزاري!!
لقمان;الأربعاء 13 دجنبر 2023 - 15:50;-15;التنسيقيات هما سباب هاد الروينة كااااملة دخلت بين الاساتدة والنقابات ونوضات الفتنة…بحيث سابقا كان الاستاد تمثله النقابة عند الوزارة وما كاينش طرف ثالث …مثال ديال جوج دالناس على علاقة وايلا ماتفهموش كل واحد كيمشي لدارو وشوية دخل بناتهم واحد السيد وبدا كيوسوس ليهم وخسر بيناتهم
yacho;الأربعاء 13 دجنبر 2023 - 15:54;6;لا فائدة ترجى من هذه الخطوة دون حل الملف الأساسي للأساتذة لأنهم لن ينخرطو الا اذا تم سحب النظام الأساسي وتلبية باقي المطالب لذلك ادعو الوزارة والحكومة للتبصر لأن الخطوات الارتجالية للوزارة قد كثرت مثل التعليم عن بعد ودعم جمعية المواشي
عمرو;الأربعاء 13 دجنبر 2023 - 15:54;19;واعباد اللله راه ولادنا باقي ماقراوش هذا لي كايقول ليك مكاينش الإضراب الله ياخد فيكم الحق
بن حميدو;الأربعاء 13 دجنبر 2023 - 15:56;8;انها سياسة الترقاع والهروب الى الامام والحل هو اولا الغاء النظام الماسي وبعدها بداية المفاوضات على كيفية اصلاح ما يجب إصلاحه من زيادات وكرامة الاستاذ و كذلك كيف نجدد حبنا لهذا البلد المعطاء
ملاحظ بسيط;الأربعاء 13 دجنبر 2023 - 16:00;16;يقول المثل العربي: الوقت كالسيف ان لم تقطعه قطعك، اظن ان تلاميذ التعليم العمومي قد ضاعوا في نصف سنة من زمنهم المدرسي، وأي فكرة و قول عن امكانية استدراك او تعويض ما فات فهو كذب وأوهام وهروب الى الامام، الامتحانات الأشهادية لهذه السنة والولوج إلى المدارس والمعاهد العليا ستكون من نصيب تلاميذ التعليم الخصوصي فقط، اما تلاميذ التعليم العمومي فقد ضاعوا بين الصراع الدائر بين الوزارة والأطر التربوية، فهل من العدل أن يتحمل هؤلاء التلاميذ لوحدهم تداعيات هذا الصراع،بينما الكل لا الوزارة ولا الأطر التربوية يتمتعون بكامل حقوقهم المادية والمعنوية ولا حسيب ولا رقيب، بينما مستقبل الشباب يضيع امام اعين ومراى الجميع.
ESSALHIIMAD88;الأربعاء 13 دجنبر 2023 - 16:04;-7;للأسف الشديد مادام أنه هناك تعليم خاص وعمومي العمومي مضرب والخاص يعمل فكيف تمدد السنة الدراسية للعمومي والخصوصي هل ينتظر لا أعتقد بالإضافة الى اكراهات أخرى مرتبطة بتوقيت الامتحانات لولوج المدارس العليا أما بالنسبة لرجال ونساء التعليم فقد بينتم على أنكم ماديين لا تهمكم الرسالة التي وكلتم بها والتي ستحاسبون عليها وسنقاضيكم عليها أمام الله المطلع عليكم أنتم تطالبون بالزيادة نظرا لغلاء المعيشة وهذا من حقكم ولكن هناك طرق يمكن اتباعها دون توقيف الدراسة مع العلم أن أسرة التعليم هي التي تتمتع بأطول عطلة مؤدى عنها ألا تخجلون من أنفسكم حين تطالبون بعدم الاقتطاع وأنتم لا تعملون ماذا ستقولون لله عند الوقوف بين يديه ويسألكم على ماهو سابق في علمه الكلام كثير ولكن أختم بحسبنا الله ونعم الوكيل وكذلك عند الله تلتقي الخصوم
موحى;الأربعاء 13 دجنبر 2023 - 16:06;-4;كالعادة سيكون اللجوء إلى حلول ترقيعية هو الحل لمعضلة من معضلات هذا البلد. هناك استهتار من الطرفين: من جهة، الحكومة تعالج الموقف ببطء لأن التلاميذ المعنيين من الطبقة الفقيرة الضعيفة الضغط، و من جهة أخرى الأساتذة الذين أبانوا عن جشعهم مع أولياء التلاميذ لفرض خدمات الساعات الإضافية. الحل سهل جدا: لماذا لاتلغى وزارة التعليم من الحكومة و تسريح الأساتذة و تسليم الأقسام للجيش، و الله سيصير التعليم عندنا أكثر تفوقازو انضباطا.
خالوطة ...وجدة;الأربعاء 13 دجنبر 2023 - 16:06;9;"بعض الاساتدة الغير المضربين هل يتم حرماتهم من العطلة البينية
انها العشوائية و سوء النظر إضافة إلى ذلك
هناك من له موعد سواء للعلاج او قضاء اغراض اخرى وقد سبق وان حجز التذكرة و الفندق …."
المنتصر بالله;الأربعاء 13 دجنبر 2023 - 16:07;10;أقول لكل من يبكي على ضياع التلاميذ أو أولاد الشعب في حقهم المقدس في التعليم : الأساتذة أيضا هم أبناء الشعب، وجزء من الطبقة الكادحة في هذه البلاد، وهم نتاج المدرسة العمومية ، وهم الآن يدافعون ويضحون من أجل أن تبقى المدرسة العمومية لكل أبناء الشعب الذين هم أساتذة ومعلمي الغد. واعلموا أن المهن المتاحة لأبناء الطبقة الكادحة هي : معلم أو أستاذ ، شرطي ، دركي، مخزني … لأن هذه الطبقة لا تمتلك شركات أو فيرمات أو رؤوس أموال تمكنها من زيادة قوتها في المجتمع، ووسيلتها للرقي الاجتماعي هي حصول أبنائها على وظيفة من هذه الوظائف. ولمن يقول أن الأساتذة لا تهمهم إلا الزيادة في الأجرة نؤكد أن أجرة رجل التعليم هزيلة أصلا ولا ترقى إلى ما يؤديه من مهام وما يعانيه في سبيل رسالته النبيلة، كما أن الحديث عن تحسين الدخل الفردي هو كلام مغلوط لأن الموظف المنتمي للطبقة الكادحة لا ينطبق عليه هذا اللفظ ، فمدخوله الشهري ( أجرته) صحيح هو مدخول فردي لكن المصروف جماعي لانه ” كيصرف على قبيلة : الاب والام والإخوان والاخوات …”. الله يرد بينا للطريق المستقيم.
sifo;الأربعاء 13 دجنبر 2023 - 16:08;9;واش أ عباد الله 4 ايام ديال الاضراب و تتقولوا رجوع التلاميذ الى الاقسام، ماكاين لا رجوع و لا هم يحزنون
نوتف;الأربعاء 13 دجنبر 2023 - 16:09;-6;اغلب المعلقين اساتدة ملقاو ما يديرو راهم عاطينها اتيك توك والمواقع الالكترونية وتاركين أبناء الطبقة الفقيرة بدون دراسة
التوجيه والتخطيط والادارة;الأربعاء 13 دجنبر 2023 - 16:10;13;بغيت نفهم واش التوجيه والتخطيط والادارة والمتصرفون هما لكانو اضراب
مغربي;الأربعاء 13 دجنبر 2023 - 16:13;-4;التنسيقيات تكمنت للأسف من لي دراع الدولة وحتى لو عادوا إلى الأقسام ما تبقى من هذه السنة فالأكيد أنهم سيعاودون الإضراب في السنة المقبلة. هيبة الدولة أصبحت على المحك ويجب التفكير من الآن في الوسائل الكفيلة بكسر شوكة تنسيقيات الأساتذة. الحل هو عزل وفصل المئات وربما الآلاف من رؤوس الفتنة حتى يدرك الباقي ان الدولة لا تخضع لأحد.
